¡¥,1503,1503,3573,Ì¾»ì,¿ô»ì,*,*,¡¥,¤Æ¤ó,*
¡¦,1503,1503,12959,Ì¾»ì,¿ô»ì,*,*,¡¦,¤Æ¤ó,*
Ê¬¤Î,1503,1503,10045,Ì¾»ì,¿ô»ì,*,*,Ê¬¤Î,¤Ö¤ó¤Î,*
¿ô,1503,1503,6869,Ì¾»ì,¿ô»ì,*,*,¿ô,¤¹¤¦,*
¤¹¤¦,1503,1503,11731,Ì¾»ì,¿ô»ì,*,*,¤¹¤¦,¤¹¤¦,*
²¿,1503,1503,9472,Ì¾»ì,¿ô»ì,*,*,²¿,¤Ê¤ó,*
¤Ê¤ó,1503,1503,10340,Ì¾»ì,¿ô»ì,*,*,¤Ê¤ó,¤Ê¤ó,*
´ö,1503,1503,8513,Ì¾»ì,¿ô»ì,*,*,´ö,¤¤¤¯,*
¤¤¤¯,1503,1503,10897,Ì¾»ì,¿ô»ì,*,*,¤¤¤¯,¤¤¤¯,*
¥ß¥ê,1503,1503,5027,Ì¾»ì,¿ô»ì,*,*,¥ß¥ê,¤ß¤ê,*
¥­¥í,1503,1503,5882,Ì¾»ì,¿ô»ì,*,*,¥­¥í,¤­¤í,*
¥á¥¬,1503,1503,4807,Ì¾»ì,¿ô»ì,*,*,¥á¥¬,¤á¤¬,*
¥®¥¬,1503,1503,5017,Ì¾»ì,¿ô»ì,*,*,¥®¥¬,¤®¤¬,*
¥Æ¥é,1503,1503,5084,Ì¾»ì,¿ô»ì,*,*,¥Æ¥é,¤Æ¤é,*
£°,1503,1503,9852,Ì¾»ì,¿ô»ì,*,*,£°,¤¼¤í,*
¡»,1503,1503,11995,Ì¾»ì,¿ô»ì,*,*,¡»,¤¼¤í,*
¡û,1503,1503,4129,Ì¾»ì,¿ô»ì,*,*,¡û,¤¼¤í,*
¥¼¥í,1503,1503,6845,Ì¾»ì,¿ô»ì,*,*,¥¼¥í,¤¼¤í,*
Îí,1503,1503,7554,Ì¾»ì,¿ô»ì,*,*,Îí,¤¼¤í,*
Îí,1503,1503,7554,Ì¾»ì,¿ô»ì,*,*,Îí,¤ì¤¤,*
£±,1503,1503,9100,Ì¾»ì,¿ô»ì,*,*,£±,¤¤¤Á,*
°ì,1503,1503,8578,Ì¾»ì,¿ô»ì,*,*,°ì,¤¤¤Á,*
°í,1503,1503,7558,Ì¾»ì,¿ô»ì,*,*,°í,¤¤¤Á,*
£²,1503,1503,9347,Ì¾»ì,¿ô»ì,*,*,£²,¤Ë,*
Æó,1503,1503,9099,Ì¾»ì,¿ô»ì,*,*,Æó,¤Ë,*
Æõ,1503,1503,7558,Ì¾»ì,¿ô»ì,*,*,Æõ,¤Ë,*
£³,1503,1503,8997,Ì¾»ì,¿ô»ì,*,*,£³,¤µ¤ó,*
»°,1503,1503,8126,Ì¾»ì,¿ô»ì,*,*,»°,¤µ¤ó,*
£´,1503,1503,9172,Ì¾»ì,¿ô»ì,*,*,£´,¤è¤ó,*
»Í,1503,1503,8844,Ì¾»ì,¿ô»ì,*,*,»Í,¤è¤ó,*
£µ,1503,1503,9348,Ì¾»ì,¿ô»ì,*,*,£µ,¤´,*
¸Þ,1503,1503,8223,Ì¾»ì,¿ô»ì,*,*,¸Þ,¤´,*
£¶,1503,1503,9197,Ì¾»ì,¿ô»ì,*,*,£¶,¤í¤¯,*
Ï»,1503,1503,9427,Ì¾»ì,¿ô»ì,*,*,Ï»,¤í¤¯,*
£·,1503,1503,8887,Ì¾»ì,¿ô»ì,*,*,£·,¤Ê¤Ê,*
¼·,1503,1503,8195,Ì¾»ì,¿ô»ì,*,*,¼·,¤Ê¤Ê,*
£¸,1503,1503,9493,Ì¾»ì,¿ô»ì,*,*,£¸,¤Ï¤Á,*
È¬,1503,1503,9769,Ì¾»ì,¿ô»ì,*,*,È¬,¤Ï¤Á,*
£¹,1503,1503,9529,Ì¾»ì,¿ô»ì,*,*,£¹,¤­¤å¤¦,*
¶å,1503,1503,9698,Ì¾»ì,¿ô»ì,*,*,¶å,¤­¤å¤¦,*
½½,1503,1503,9912,Ì¾»ì,¿ô»ì,*,*,½½,¤¸¤å¤¦,*
É´,1503,1503,8904,Ì¾»ì,¿ô»ì,*,*,É´,¤Ò¤ã¤¯,*
Àé,1503,1503,9749,Ì¾»ì,¿ô»ì,*,*,Àé,¤»¤ó,*
Ëü,1503,1503,8839,Ì¾»ì,¿ô»ì,*,*,Ëü,¤Þ¤ó,*
²¯,1503,1503,9915,Ì¾»ì,¿ô»ì,*,*,²¯,¤ª¤¯,*
Ãû,1503,1503,9861,Ì¾»ì,¿ô»ì,*,*,Ãû,¤Á¤ç¤¦,*
